tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1978-425,Barcelona,Clay,64,A,19781009,27,100249,,,Paolo Bertolucci,R,175,ITA,27.1,100331,,Q,Jean Louis Haillet,R,,FRA,24.4,7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2017-520,Roland Garros,Clay,128,G,20170529,221,104527,3,,Stan Wawrinka,R,183,SUI,32.1,105227,7,,Marin Cilic,R,198,CRO,28.6,6-3 6-3 6-1,5,QF,100,3,2,77,48,31,23,13,2,3,5,6,68,33,19,15,12,3,9,3,5695,8,3765
2002-441,Long Island,Hard,48,A,20020819,38,103908,,,Paul Henri Mathieu,R,185,FRA,20.5,103252,,,Alberto Martin,R,175,ESP,23.9,2-6 6-3 7-6(3),3,R16,149,5,5,110,61,43,26,15,7,10,1,5,86,55,41,17,14,4,6,85,460,69,575
2017-7648,Budapest,Clay,32,A,20170424,290,103893,6,,Paolo Lorenzi,R,183,ITA,35.3,104660,,LL,Sergiy Stakhovsky,R,193,UKR,31.2,6-4 3-6 6-3,3,R16,133,1,1,101,64,41,23,14,6,7,5,0,79,52,39,16,14,3,5,38,1063,101,544
1998-560,US Open,Hard,128,G,19980831,40,102338,11,,Yevgeny Kafelnikov,R,190,RUS,24.5,102615,,,Dennis Van Scheppingen,R,185,NED,23.1,6-1 6-2 6-4,5,R128,,4,3,69,29,26,27,13,0,1,4,3,76,41,23,16,12,0,6,11,2338,108,459
1986-520,Roland Garros,Clay,128,G,19860526,25,100282,12,,Guillermo Vilas,L,180,ARG,33.7,100711,,Q,Pedro Rebolledo,R,170,CHI,25.4,6-1 6-1 6-4,5,R128,,,,,,,,,,,,,,,,,,,,18,,149,
1990-441,Long Island,Hard,28,A,19900820,23,101964,5,,Goran Ivanisevic,L,193,CRO,18.9,101948,4,,Pete Sampras,R,185,USA,19.0,7-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,15,1073,12,1206
1969-520,Roland Garros,Clay,128,G,19690528,75,100040,14,,Bob Hewitt,R,190,RSA,29.3,100071,,,Jean Claude Barclay,R,,FRA,26.4,6-4 6-4 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,
2024-0403,Miami Masters,Hard,128,M,20240318,247,111815,30,,Cameron Norrie,L,188,GBR,28.5,207925,,,Flavio Cobolli,R,,ITA,21.8,7-5 6-7(4) 6-2,3,R64,154,11,2,94,66,50,17,16,2,4,15,5,124,60,44,30,16,18,23,31,1250,63,865
2010-425,Barcelona,Clay,56,A,20100419,5,103252,,WC,Alberto Martin,R,175,ESP,31.6,105062,,LL,Mikhail Kukushkin,R,183,KAZ,22.3,7-5 6-4,3,R64,103,0,3,67,44,31,11,11,4,6,1,0,68,42,26,14,11,2,6,137,375,121,423
2015-418,Washington,Hard,48,A,20150803,44,105453,2,,Kei Nishikori,R,178,JPN,25.5,105032,,,Sam Groth,R,193,AUS,27.7,6-4 6-4,3,QF,,1,4,66,38,30,17,10,4,4,15,4,67,40,32,12,10,7,9,5,5525,62,773
2006-416,Rome Masters,Clay,64,M,20060508,12,103017,13,,Nicolas Kiefer,R,183,GER,28.8,103110,,WC,Daniele Bracciali,R,180,ITA,28.3,4-6 6-2 6-4,3,R64,127,4,7,91,41,31,25,14,7,10,4,3,75,34,21,21,14,3,8,12,1560,49,752
2023-0328,Basel,Hard,32,A,20231023,275,128034,4,,Hubert Hurkacz,R,196,POL,26.6,105583,,,Dusan Lajovic,R,180,SRB,33.3,7-6(2) 6-3,3,R32,86,18,1,73,51,41,10,10,6,7,1,1,66,48,31,10,11,1,4,11,2900,53,933
2015-410,Monte Carlo Masters,Clay,56,M,20150412,16,103990,16,,Tommy Robredo,R,180,ESP,32.9,104312,,,Andreas Seppi,R,190,ITA,31.1,6-3 1-6 6-4,3,R64,107,7,4,76,42,31,14,13,4,8,0,2,85,41,27,21,13,6,10,20,1720,38,1125
1971-6834,Senigallia,Clay,64,A,19710802,260,108133,,,Roberto Lombardi,R,,ITA,21.4,209775,,,Massimo Pelosini,U,,ITA,,6-0 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1999-540,Wimbledon,Grass,128,G,19990621,84,102856,11,,Gustavo Kuerten,R,190,BRA,22.7,102184,,,David Prinosil,R,185,GER,26.2,6-3 6-3 6-2,5,R64,72,17,2,91,67,61,12,13,2,2,6,5,81,48,36,11,13,3,8,7,2655,57,782
2011-308,Munich,Clay,32,A,20110424,10,104714,,Q,Julian Reister,R,188,GER,25.0,104978,,,Daniel Brands,R,196,GER,23.7,7-6(1) 6-1,3,R32,87,4,0,56,48,38,4,9,1,1,8,1,85,61,37,10,10,7,10,94,539,106,511
1989-237,Sao Paulo,Carpet,32,A,19891106,21,101440,6,,Mark Koevermans,R,185,NED,21.7,101312,,,Robbie Weiss,R,183,USA,22.9,6-0 6-2,3,R16,,,,,,,,,,,,,,,,,,,,73,,174,
1979-D024,Davis Cup EUR PR: POL vs FIN,,4,D,19790316,1,100450,,,Leo Palin,R,178,FIN,22.4,111018,,,Henrik Drzymalski,U,,POL,31.7,6-2 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
2012-520,Roland Garros,Clay,128,G,20120527,22,103096,,WC,Arnaud Clement,R,173,FRA,34.4,104166,,,Alex Bogomolov Jr,R,178,RUS,29.0,6-2 3-6 4-6 7-6(2) 5-4 RET,5,R128,259,18,10,163,92,76,30,25,2,7,7,4,175,128,84,23,23,14,18,139,400,46,926
1973-2016,London,Carpet,32,A,19731117,29,100119,,,Ilie Nastase,R,183,ROU,27.3,100284,,,Jimmy Connors,L,178,USA,21.2,7-6 5-7 7-6,3,SF,,,,,,,,,,,,,,,,,,,,1,,4,
1999-568,St. Petersburg,Carpet,32,A,19990208,25,101733,1,,Jan Siemerink,L,183,NED,28.8,102086,,Q,Igor Kornienko,R,,RUS,26.5,6-7(0) 7-6(4) 6-3,3,QF,137,11,1,102,61,50,25,17,1,1,12,3,112,77,56,20,16,5,6,20,1619,1240,2
2012-D003,Davis Cup G2 R1: HKG vs INA,Hard,4,D,20120210,1,105464,,,Christopher Rungkat,R,170,INA,22.0,108770,,,Nicholas Sayer,U,,HKG,19.7,6-4 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,407,89,,
2002-540,Wimbledon,Grass,128,G,20020624,22,103285,,Q,Radek Stepanek,R,185,CZE,23.5,102642,,Q,Cyril Saulnier,R,190,FRA,26.8,7-5 6-2 7-6(5),5,R128,123,7,2,100,67,53,17,16,4,6,2,5,113,68,38,28,16,5,10,147,270,156,241
1998-807,Mexico City,Clay,32,A,19981026,29,103598,,Q,Xavier Malisse,R,185,BEL,18.2,101532,4,,Francisco Clavet,L,183,ESP,30.0,6-2 6-2,3,SF,61,3,1,48,26,20,11,8,2,4,0,4,51,33,16,5,8,3,9,361,92,29,1150
2006-520,Roland Garros,Clay,128,G,20060529,59,103333,,,Ivo Karlovic,R,208,CRO,27.2,103535,,WC,Olivier Patience,R,180,FRA,26.1,7-6(6) 7-6(1) 7-6(10),5,R128,147,26,0,119,86,73,20,18,1,1,4,1,119,91,71,20,18,2,2,52,771,132,333
1992-430,Antwerp,Carpet,32,A,19921109,6,100581,,,John McEnroe,L,180,USA,33.7,101642,,WC,Bart Wuyts,R,178,BEL,23.1,6-2 6-2,3,R32,67,9,4,46,29,26,8,8,2,2,2,4,58,44,23,6,8,5,9,20,1131,74,502
2004-96,Athens Olympics,Hard,64,A,20040816,6,103344,,,Ivan Ljubicic,R,193,CRO,25.4,102227,,,Sargis Sargsian,R,180,ARM,31.2,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,26,1110,50,715
1986-319,Kitzbuhel,Clay,64,A,19860804,42,101124,11,,Paolo Cane,R,180,ITA,21.3,100857,,,Sergio Casal,R,185,ESP,23.9,7-6 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,40,,78,
1988-520,Roland Garros,Clay,128,G,19880523,91,101238,,Q,Andres Vysand,R,180,GER,22.2,100924,,,Jorge Lozano,R,180,MEX,25.0,6-0 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,256,,86,
2012-496,Marseille,Hard,28,A,20120220,12,105874,,Q,Albano Olivetti,R,203,FRA,20.2,104897,,,Matthias Bachinger,R,188,GER,24.8,6-4 6-3,3,R32,68,9,1,56,36,30,12,10,0,0,6,2,53,30,26,10,9,3,5,388,100,92,604
1982-345,Monterrey,Carpet,32,A,19820222,14,100244,,,John Alexander,R,190,AUS,30.6,100565,,,Lloyd Bourne,R,190,USA,23.3,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,57,,,
2007-891,Chennai,Hard,32,A,20070101,21,102905,,,Stefan Koubek,L,175,AUT,29.9,103387,7,,Paradorn Srichaphan,R,185,THA,27.5,6-1 6-2,3,R16,48,3,1,41,26,23,10,8,0,0,1,2,44,28,14,6,7,1,5,80,490,53,725
1974-338,Sydney,Grass,48,A,19731231,296,100343,,,John Lloyd,R,178,GBR,19.3,110987,,,Saeed Meer,R,,PAK,26.0,7-6 2-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,100,,,
1990-441,Long Island,Hard,28,A,19900820,6,100581,6,,John McEnroe,L,180,USA,31.5,101398,,Q,Neil Borwick,L,193,AUS,22.9,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,21,917,205,117
1996-328,Basel,Hard,32,A,19960923,28,102521,,,Hendrik Dreekmann,R,188,GER,21.6,101434,,,Petr Korda,L,190,CZE,28.6,7-6(6) 6-4,3,QF,103,7,4,91,38,28,26,11,5,8,2,6,86,47,27,19,11,7,11,49,820,50,815
1988-422,Cincinnati,Hard,64,M,19880815,36,102021,,,Michael Chang,R,175,USA,16.4,101106,,,Peter Lundgren,R,185,SWE,23.5,6-3 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,66,,37,
1985-336,Hong Kong,Hard,32,A,19851118,22,100653,3,,Andres Gomez,L,193,ECU,25.7,100661,,,Damir Keretic,R,178,GER,25.6,6-3 3-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,21,,89,
2019-M007,Miami Masters,Hard,128,M,20190318,250,111442,,,Jordan Thompson,R,183,AUS,24.9,111575,10,,Karen Khachanov,R,198,RUS,22.8,6-2 6-3,3,R64,71,6,0,54,37,28,12,9,1,1,4,3,45,26,17,7,8,1,4,77,708,12,2845
1992-D037,Davis Cup G2 R1: EGY vs ZAM,Clay,4,D,19920501,2,102362,,,Amro Ghoneim,R,,EGY,18.1,110905,,,Fred Kangwa,U,,ZAM,29.4,6-3 6-2 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,1115,1,,
1984-330,Tel Aviv,Hard,32,A,19840910,23,101195,,WC,Amos Mansdorf,R,175,ISR,18.8,101007,,,Guillermo Rivas,R,183,ARG,20.5,1-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,273,,158,
1985-416,Rome,Clay,64,M,19850513,57,101062,1,,Mats Wilander,R,183,SWE,20.7,101013,5,,Henrik Sundstrom,R,188,SWE,21.2,7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,,4,,13,
1987-315,Newport,Grass,32,A,19870706,27,100870,4,,Christo Van Rensburg,R,185,RSA,24.7,100939,,Q,Joey Rive,L,185,USA,23.9,2-6 6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,46,,306,
1994-357,Stuttgart Indoor,Carpet,32,A,19940214,12,101222,3,,Stefan Edberg,R,188,SWE,28.0,101806,,,Marc Kevin Goellner,R,196,GER,23.3,6-7(4) 7-6(2) 6-0,3,R32,111,12,5,96,64,55,20,15,3,3,25,12,105,56,48,17,15,8,11,5,2542,28,1030
1978-D019,Davis Cup SAM PR: ECU vs PER,Carpet,4,D,19780922,2,100526,,,Ricardo Ycaza,R,183,ECU,20.5,100405,,,Fernando Maynetto,R,,PER,22.8,6-4 4-6 0-6 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1975-D039,Davis Cup EUR SF: IND vs NZL,,4,D,19750117,1,100135,,,Onny Parun,R,188,NZL,27.7,100321,,,Vijay Amritraj,R,193,IND,21.0,4-6 6-2 10-12 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,25,,39,
1983-201,Guaruja,Hard,64,A,19830124,32,101062,2,,Mats Wilander,R,183,SWE,18.4,100636,,,Gustavo Tiberti,R,175,ARG,23.1,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,7,,,
2012-422,Cincinnati Masters,Hard,56,M,20120812,33,105223,6,,Juan Martin del Potro,R,198,ARG,23.8,103163,,,Tommy Haas,R,188,GER,34.3,7-5 6-2,3,R32,97,9,4,71,43,32,15,10,4,5,8,5,58,24,19,14,10,3,7,9,3305,23,1598
2014-360,Casablanca,Clay,28,A,20140407,5,105807,,,Pablo Carreno Busta,R,188,ESP,22.7,104735,,,Tobias Kamke,R,180,GER,27.8,6-1 6-2,3,R32,52,7,0,47,25,20,14,8,0,0,0,5,36,21,11,4,7,0,4,64,717,92,605
1990-326,Brisbane,Hard,32,A,19900924,25,100763,1,,Brad Gilbert,R,185,USA,29.1,101000,,LL,Carl Limberger,R,170,AUS,26.6,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,,9,1473,306,61
2012-495,Dubai,Hard,32,A,20120227,29,104918,3,,Andy Murray,R,190,GBR,24.7,104925,1,,Novak Djokovic,R,188,SRB,24.7,6-2 7-5,3,SF,83,5,3,56,40,34,4,10,2,3,2,0,50,34,23,6,10,1,5,4,7150,1,13130
2019-560,US Open,Hard,128,G,20190826,160,104269,32,,Fernando Verdasco,L,188,ESP,35.7,104735,,Q,Tobias Kamke,R,180,GER,33.2,6-3 3-6 6-1 6-2,5,R128,142,12,7,98,67,55,14,17,4,6,0,8,110,51,34,26,16,9,15,34,1310,231,201
1981-309,Madrid,Clay,32,A,19810929,4,100300,5,,Jose Higueras,R,178,ESP,28.5,101013,,,Henrik Sundstrom,R,188,SWE,17.5,6-3 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,29,,,
1973-520,Roland Garros,Clay,128,G,19730521,46,100261,,,Brian Gottfried,R,183,USA,21.3,100070,,,Jan Kukal,R,,CZE,30.6,2-6 6-4 6-2,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1970-311,London / Queen's Club,Grass,64,A,19700615,46,100081,,,Charlie Pasarell,R,185,USA,26.3,100173,,,Andrew Pattison,R,188,USA,21.3,6-3 9-7,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1977-243,Perth,Hard,32,A,19771024,31,100342,2,,Vitas Gerulaitis,R,183,USA,23.2,100219,,,Geoff Masters,R,,AUS,27.0,6-3 6-4 6-2,5,F,,,,,,,,,,,,,,,,,,,,5,,92,
2023-8998,Adelaide 2,Hard,32,A,20230109,298,126952,,LL,Soon Woo Kwon,R,180,KOR,25.1,207733,,,Jack Draper,L,191,GBR,21.0,7-6(6) 6-7(2) 6-3,3,SF,165,13,5,109,62,50,26,16,9,10,18,6,109,62,50,22,17,2,5,84,626,40,1010
1988-580,Australian Open,Hard,128,G,19880111,100,100972,,,Todd Witsken,R,183,USA,24.1,100936,7,,Henri Leconte,L,185,FRA,24.5,6-4 6-3 6-4,5,R32,,,,,,,,,,,,,,,,,,,,153,,22,
1980-389,Denver,Carpet,32,A,19800218,17,100255,1,,Roscoe Tanner,L,183,USA,28.3,100608,,,John Benson,R,,USA,20.6,6-1 7-6,3,R16,,,,,,,,,,,,,,,,,,,,6,,,
2006-410,Monte Carlo Masters,Clay,64,M,20060417,61,103819,1,,Roger Federer,R,185,SUI,24.6,103602,12,,Fernando Gonzalez,R,183,CHI,25.7,6-2 6-4,3,SF,69,3,0,52,36,28,11,9,3,3,0,3,55,37,23,9,9,3,6,1,6810,21,1420
2014-315,Newport,Grass,32,A,20140707,8,105449,6,,Steve Johnson,R,188,USA,24.5,110636,,WC,Clay Thompson,R,,USA,22.1,6-1 6-2,3,R32,47,7,2,38,24,22,10,8,0,0,5,9,43,17,10,10,7,1,5,69,737,2159,1
1982-540,Wimbledon,Grass,128,G,19820621,244,100356,,,Paul Mcnamee,R,178,AUS,27.6,100144,,,Bob Lutz,R,180,USA,34.8,6-1 1-6 6-3 7-6,5,R64,,,,,,,,,,,,,,,,,,,,60,,,
2013-416,Rome Masters,Clay,56,M,20130512,40,103819,2,,Roger Federer,R,185,SUI,31.7,103808,,WC,Potito Starace,R,188,ITA,31.8,6-1 6-2,3,R32,51,4,0,40,30,25,8,8,2,2,2,0,47,35,19,3,7,4,8,3,7760,293,150
1971-418,Washington WCT,Clay,64,A,19710717,5,100088,,,Patricio Cornejo,R,180,CHI,27.1,100022,,,Roy Emerson,R,183,AUS,34.6,6-4 RET,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2004-341,Metz,Hard,32,A,20041011,23,104755,,WC,Richard Gasquet,R,185,FRA,18.3,102179,,,Antony Dupuis,R,185,FRA,31.6,6-3 4-6 7-5,3,R16,122,21,5,105,64,47,21,16,8,10,6,1,83,59,48,8,15,0,3,151,283,94,426
1969-6811,Los Angeles 1,Carpet,16,A,19690303,298,100060,,,Marty Riessen,R,185,USA,27.2,100022,,,Roy Emerson,R,183,AUS,32.3,6-3 6-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1976-417,Boston,Clay,64,A,19760823,280,100232,,,Eddie Dibbs,R,170,USA,25.4,100081,,,Charlie Pasarell,R,185,USA,32.5,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1998-D037,Davis Cup WG QF: ESP vs SUI,Clay,4,D,19980717,2,102374,,,Alex Corretja,R,180,ESP,24.2,101820,,,Marc Rosset,R,201,SUI,27.6,6-1 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,7,2628,42,936
1982-332,Cologne,Hard,32,A,19821025,18,100762,,,Freddie Sauer,R,,RSA,21.2,100411,8,,Pavel Slozil,R,173,CZE,26.8,7-5 6-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,61,
1978-429,Stockholm,Hard,64,A,19781106,240,100640,,,Stefan Simonsson,R,175,SWE,18.8,100363,,,Jiri Granat,R,185,CZE,23.7,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1982-389,Denver,Carpet,32,A,19820201,3,100529,,,Kevin Curren,R,185,USA,23.9,100339,,,Victor Amaya,L,201,USA,27.5,6-4 6-7 7-6,3,R32,,,,,,,,,,,,,,,,,,,,47,,,
2004-422,Cincinnati Masters,Hard,64,M,20040802,51,103498,14,,Marat Safin,R,193,RUS,24.5,103333,,Q,Ivo Karlovic,R,208,CRO,25.4,7-6(4) 6-7(3) 6-4,3,R16,146,14,8,105,59,52,31,17,3,3,27,5,122,72,57,28,17,8,9,14,1425,58,686
2002-499,Delray Beach,Hard,32,A,20020304,27,102106,5,,Davide Sanguinetti,R,188,ITA,29.5,103387,,,Paradorn Srichaphan,R,185,THA,22.7,6-4 3-6 6-3,3,QF,114,8,1,92,51,40,21,14,7,9,3,1,93,39,30,27,14,8,11,60,614,72,540
1980-705,North Conway,Clay,64,A,19800727,4,100410,,,Tim Garcia,R,,USA,24.5,100551,,,Brad Drewett,L,185,AUS,22.0,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1989-580,Australian Open,Hard,128,G,19890116,32,100829,,,Jan Gunnarsson,R,185,SWE,26.6,100936,6,,Henri Leconte,L,185,FRA,25.5,6-4 6-3 6-2,5,R128,,,,,,,,,,,,,,,,,,,,85,,10,
2013-540,Wimbledon,Grass,128,G,20130624,101,103970,4,,David Ferrer,R,175,ESP,31.2,105238,26,,Alexandr Dolgopolov,R,180,UKR,24.6,6-7(6) 7-6(2) 2-6 6-1 6-2,5,R32,192,6,8,144,101,76,22,24,4,9,15,2,187,110,76,33,23,17,24,4,7220,24,1500
2014-D038,Davis Cup G2 R3: BAR vs MEX,Hard,4,D,20140912,1,105853,,,Tigre Hank,U,188,MEX,22.9,104656,,,Haydn Lewis,L,,BAR,28.6,7-5 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,470,82,,
1991-468,Estoril,Clay,32,A,19910401,26,101119,,,Marian Vajda,R,173,SVK,26.0,101532,,,Francisco Clavet,L,183,ESP,22.4,6-2 0-6 6-3,3,QF,104,0,2,61,41,25,14,12,1,4,0,2,65,40,28,11,11,3,6,70,477,88,419
1999-540,Wimbledon,Grass,128,G,19990621,69,102257,9,,Greg Rusedski,L,193,GBR,25.7,103157,,Q,Arvind Parmar,R,193,GBR,21.2,6-3 6-4 7-6(3),5,R64,92,17,2,99,77,72,14,16,0,0,1,4,103,67,45,18,15,1,3,12,2252,455,61
1987-336,Hong Kong,Hard,32,A,19871026,24,101014,,,John Ross,R,185,USA,23.6,100946,2,,Slobodan Zivojinovic,R,198,YUG,24.2,7-6 3-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,142,,19,
1985-302,Toronto Indoor,Carpet,32,A,19850218,7,100628,,,Michiel Schapers,R,201,NED,25.3,101084,,,Jakob Hlasek,R,188,SUI,20.2,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,98,,90,
2010-580,Australian Open,Hard,128,G,20100118,21,104022,20,,Mikhail Youzhny,R,183,RUS,27.5,104755,,,Richard Gasquet,R,185,FRA,23.5,6-7(9) 4-6 7-6(2) 7-6(4) 6-4,5,R128,293,12,8,188,111,79,40,28,10,16,8,9,179,105,81,30,28,4,10,20,1690,52,865
2004-741,Nottingham,Grass,32,A,20040614,23,103758,6,,Taylor Dent,R,188,USA,23.1,104372,,Q,Alex Bogdanovic,L,183,GBR,20.0,6-2 7-5,3,R16,76,4,2,59,34,26,12,10,0,2,4,4,71,49,27,8,10,7,12,31,945,307,107
2020-0496,Marseille,Hard,32,A,20200217,276,122330,,,Alexander Bublik,R,196,KAZ,22.6,105916,,,Marton Fucsovics,R,188,HUN,28.0,6-4 7-5,3,R32,84,4,2,70,40,31,14,11,6,8,3,5,62,35,23,13,11,4,8,55,930,73,762
1998-496,Marseille,Hard,32,A,19980202,6,101589,,,Arnaud Boetsch,R,183,FRA,28.8,103252,,,Alberto Martin,R,175,ESP,19.4,6-3 6-1,3,R32,58,2,1,44,24,20,12,8,3,4,0,1,56,35,16,8,8,3,8,113,424,106,441
1972-425,Barcelona,Clay,32,A,19721023,31,100113,,,Jan Kodes,R,175,CZE,26.6,100174,,,Manuel Orantes,L,178,ESP,23.7,6-3 6-2 6-3,5,F,,,,,,,,,,,,,,,,,,,,,,,
2011-321,Stuttgart,Clay,32,A,20110711,6,103507,,,Juan Carlos Ferrero,R,183,ESP,31.4,104226,,LL,Bastian Knittel,L,180,GER,27.9,6-2 6-4,3,R32,82,3,4,54,26,19,17,9,5,7,3,10,71,40,23,10,9,6,11,85,610,184,286
2007-499,Delray Beach,Hard,32,A,20070128,510,103598,3,,Xavier Malisse,R,185,BEL,26.5,104198,7,,Guillermo Garcia Lopez,R,188,ESP,23.6,6-1 6-1,3,QF,49,4,0,31,21,19,9,7,0,0,3,3,47,30,15,5,7,5,10,31,935,65,562
1996-438,Moscow,Carpet,32,A,19961104,31,101964,2,,Goran Ivanisevic,L,193,CRO,25.1,102338,1,,Yevgeny Kafelnikov,R,190,RUS,22.7,3-6 6-1 6-3,3,F,74,22,8,66,34,31,16,12,3,4,7,8,70,43,35,9,13,1,5,4,3222,3,3486
1991-224,Schenectady,Hard,32,A,19910819,7,101901,,Q,Chuck Adams,R,185,USA,20.3,100752,,,Ramesh Krishnan,R,170,IND,30.2,6-3 6-4,3,R32,80,4,4,50,26,25,8,9,1,3,0,5,62,33,17,13,10,7,12,104,350,111,329
1994-403,Miami Masters,Hard,96,M,19940307,47,101191,27,,Richey Reneberg,R,180,USA,28.4,101284,,Q,Lars Anders Wahlgren,R,193,SWE,27.5,6-1 6-3,3,R64,60,0,1,49,33,26,10,8,6,6,3,0,50,33,15,10,8,2,6,38,896,276,113
1995-359,Bogota,Clay,32,A,19950911,10,102477,,,Gaston Etlis,R,185,ARG,20.8,102113,,,Daniele Musa,R,183,ITA,23.0,6-4 6-4,3,R32,81,7,1,59,39,29,12,10,1,2,2,2,73,39,29,14,10,6,9,129,352,146,312
1995-425,Barcelona,Clay,56,A,19950410,32,102650,,WC,Roberto Carretero,R,178,ESP,19.6,101990,6,,Richard Krajicek,R,196,NED,23.3,7-5 6-2,3,R32,67,1,1,56,43,32,8,10,3,4,6,3,63,37,25,10,10,5,9,259,141,13,1898
1986-414,Hamburg,Clay,56,A,19860915,27,100857,,,Sergio Casal,R,185,ESP,24.0,100282,9,,Guillermo Vilas,L,180,ARG,34.0,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,93,,21,
2002-573,Mallorca,Clay,32,A,20020429,13,103656,6,,Albert Montanes,R,175,ESP,21.4,103188,,,Michael Russell,R,173,USA,23.9,6-7(5) 7-6(5) 6-4,3,R32,180,7,3,142,90,55,30,17,13,16,4,6,121,74,49,21,17,6,10,62,666,98,395
1972-6120,Nice,Clay,64,A,19720417,255,100135,,,Onny Parun,R,188,NZL,25.0,100271,,,Jean Francois Caujolle,L,,FRA,20.0,5-7 6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1968-311,London,Grass,64,A,19680617,234,100022,,,Roy Emerson,R,183,AUS,31.6,100025,,,Barry Phillips Moore,R,173,AUS,30.9,6-0 6-3,3,R128,,,,,,,,,,,,,,,,,,,,,,,
2013-6120,Nice,Clay,28,A,20130519,18,104898,,,Robin Haase,R,190,NED,26.1,104545,4,,John Isner,R,206,USA,28.0,6-4 1-6 7-5,3,R16,114,5,1,91,55,36,19,14,6,10,14,5,90,60,41,15,15,2,6,69,682,21,1690
1983-323,Bordeaux,Clay,32,A,19830919,26,100782,4,,Pablo Arraya,R,180,PER,21.9,100922,7,,Roberto Arguello,U,173,ARG,20.3,7-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,49,,50,
1979-404,Rancho Mirage,Hard,64,A,19790212,299,100261,5,,Brian Gottfried,R,183,USA,27.0,100286,4,,Harold Solomon,R,168,USA,26.4,1-6 7-5 6-2,3,SF,,,,,,,,,,,,,,,,,,,,8,,7,
1992-360,Casablanca,Clay,32,A,19920316,8,101243,5,,Roberto Azar,L,185,ARG,25.9,210013,,,Martin Damm Sr,R,188,CZE,19.6,6-4 6-3,3,R32,70,0,3,57,44,30,7,10,1,3,4,7,49,31,22,6,9,4,8,81,,,
1971-2016,London 3,Carpet,8,A,19711118,297,100139,,,Gerald Battrick,R,178,GBR,24.4,109837,,,John De Mendoza,R,,GBR,22.2,6-0 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,
2010-440,s Hertogenbosch,Grass,28,A,20100613,1,104268,,,Alejandro Falla,L,185,COL,26.5,103722,,,Florent Serra,R,180,FRA,29.2,6-4 6-4,3,R32,76,4,2,63,34,27,18,10,5,5,4,0,68,42,26,16,10,3,5,65,734,62,750
1989-319,Kitzbuhel,Clay,64,A,19890731,41,101843,5,,Sergi Bruguera,R,188,ESP,18.5,101031,,,Massimo Cierro,R,173,ITA,25.2,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,27,,209,
